key,id_type,id,title,year,venue,cluster,tier,verified_at,verification_source,url
"yang2026user","arxiv","2604.08567","Multi-User Large Language Model Agents","2026","arXiv preprint (v1 19 Mar 2026; v2 27 Apr 2026); no venue comment on record","C6-hierarchy","should","2026-09-03T20:21:58Z","arXiv abstract page https://arxiv.org/abs/2604.08567 (export API returned HTTP 429); title, authors, version dates, subjects and verbatim abstract read from the page","https://arxiv.org/abs/2604.08567"
"ye2026promptinjection","arxiv","2603.12277","Prompt Injection as Role Confusion","2026","arXiv preprint; comment: ICML 2026","C6-hierarchy","should","2026-09-03T22:41:11Z","arXiv API export.arxiv.org/api/query?id_list=2603.12277 (title, authors, dates, comment, abstract)","https://arxiv.org/abs/2603.12277"
"zhang2026manyih","arxiv","2604.09443","Many-Tier Instruction Hierarchy in LLM Agents","2026","arXiv preprint arXiv:2604.09443","C6-hierarchy","must","2026-09-03T06:47:39Z","https://oaipmh.arxiv.org/oai?verb=GetRecord&identifier=oai:arXiv.org:2604.09443&metadataPrefix=arXiv","https://arxiv.org/abs/2604.09443"
"zhao2026bridgingauxiliary","doi","10.1162/tacl.a.730","Bridging Auxiliary Constraints to Resolve Instruction Following in Large Reasoning Models","2026","Transactions of the Association for Computational Linguistics, volume 14, pages 1329-1347","C6-hierarchy","optional","2026-09-03T20:21:58Z","https://api.crossref.org/works/10.1162/tacl.a.730 (title, authors, container, volume, pages, abstract)","https://doi.org/10.1162/tacl.a.730"
"zheng2026reasoninginstruction","arxiv","2511.04694","Reasoning Up the Instruction Ladder for Controllable Language Models","2026","Findings of the Association for Computational Linguistics: ACL 2026, pages 39332-39354 (Crossref); arXiv v1 30 Oct 2025, v5 1 Jul 2026","C6-hierarchy","should","2026-09-03T20:21:58Z","https://arxiv.org/abs/2511.04694 (abs page, citation_doi meta) and https://api.crossref.org/works/10.18653/v1/2026.findings-acl.1960","https://arxiv.org/abs/2511.04694"
"he2025redteaming","arxiv","2502.14847","Red-Teaming LLM Multi-Agent Systems via Communication Attacks","2025","arXiv preprint; comment: ACL 2025","C6-hierarchy","should","2026-09-03T22:41:11Z","arXiv abs page (v2, 2 Jun 2025), comments field","https://arxiv.org/abs/2502.14847"
"huang2025beyondoracle","doi","10.52202/085713-3287","Beyond Oracle: Verifier-Supervision for Instruction Hierarchy in Reasoning and Instruction-Tuned LLMs","2025","Advances in Neural Information Processing Systems 38 (NeurIPS 2025), pages 109017-109050; poster","C6-hierarchy","should","2026-09-03T20:21:58Z","Crossref record for DOI 10.52202/085713-3287 (title, authors, container, pages); https://neurips.cc/virtual/2025/poster/118802 (poster, abstract); https://github.com/cycraft-corp/BeyondOracle. OpenReview itself returned a verification wall","https://openreview.net/forum?id=IQ513IX1G5"
"hwang2025easilyconfused","arxiv","2502.04362","LLMs can be easily Confused by Instructional Distractions","2025","Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers), pages 19483-19496, Vienna, Austria, July 2025","C6-hierarchy","should","2026-09-03T22:41:11Z","arxiv.org/abs/2502.04362 HTML metadata (submitted 5 Feb 2025); journal-ref: Proceedings of the 63rd Annual Meeting of the ACL (Volume 1: Long Papers), pages 19483-19496, Vienna, Austria, July 2025","https://arxiv.org/abs/2502.04362"
"laban2025lost","arxiv","2505.06120","LLMs Get Lost In Multi-Turn Conversation","2025","arXiv preprint arXiv:2505.06120","C6-hierarchy","should","2026-09-03T07:17:18Z","https://export.arxiv.org/api/query?id_list=2505.06120","https://arxiv.org/abs/2505.06120"
"pyatkin2025ifbench","arxiv","2507.02833","Generalizing Verifiable Instruction Following","2025","Advances in Neural Information Processing Systems 38 (NeurIPS 2025), Datasets and Benchmarks Track","C6-hierarchy","should","2026-09-03T06:47:39Z","https://oaipmh.arxiv.org/oai?verb=GetRecord&identifier=oai:arXiv.org:2507.02833&metadataPrefix=arXiv","https://arxiv.org/abs/2507.02833"
"qi2025agentif","arxiv","2505.16944","AGENTIF: Benchmarking Instruction Following of Large Language Models in Agentic Scenarios","2025","arXiv preprint arXiv:2505.16944","C6-hierarchy","should","2026-09-03T06:47:39Z","https://oaipmh.arxiv.org/oai?verb=GetRecord&identifier=oai:arXiv.org:2505.16944&metadataPrefix=arXiv","https://arxiv.org/abs/2505.16944"
"saad2025theorymind","arxiv","2507.02935","Theory of Mind in Action: The Instruction Inference Task in Dynamic Human-Agent Collaboration","2025","arXiv preprint","C6-hierarchy","should","2026-09-03T22:41:11Z","arXiv abs page 2507.02935 (submitted 26 Jun 2025, v3 revised 17 Apr 2026; 66 pages, code on GitHub; no journal ref)","https://arxiv.org/abs/2507.02935"
"vijayvargiya2025ambigswe","arxiv","2502.13069","Ambig-SWE: Interactive Agents to Overcome Underspecificity in Software Engineering","2025","ICLR 2026 (arXiv comment: Accepted at ICLR 2026)","C6-hierarchy","optional","2026-09-03T19:57:24Z","arXiv API export.arxiv.org/api/query?id_list=2502.13069 (v3, comment: 22 pages, 7 figures, Accepted at ICLR 2026)","https://arxiv.org/abs/2502.13069"
"wan2025diagnose","arxiv","2509.23188v3","Diagnose, Localize, Align: A Full-Stack Framework for Reliable LLM Multi-Agent Systems under Instruction Conflicts","2025","arXiv preprint arXiv:2509.23188","C6-hierarchy","should","2026-09-03T07:58:08Z","https://export.arxiv.org/api/query?id_list=2509.23188v3","https://arxiv.org/abs/2509.23188v3"
"zeng2025chargedissecting","arxiv","2510.01228","Who is In Charge? Dissecting Role Conflicts in Instruction Following","2025","Mech Interp Workshop, NeurIPS 2025 (poster); arXiv preprint","C6-hierarchy","should","2026-09-03T22:41:11Z","arxiv.org/abs/2510.01228 HTML metadata (v1 23 Sep 2025, v2 17 Dec 2025); comments: 12 pages, 5 figures, Mech Interp Workshop (NeurIPS 2025) Poster","https://arxiv.org/abs/2510.01228"
"zhang2025iheval","doi","10.18653/v1/2025.naacl-long.425","IHEval: Evaluating Language Models on Following the Instruction Hierarchy","2025","Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 1: Long Papers), pp. 8374-8398","C6-hierarchy","must","2026-09-03T06:47:39Z","https://api.crossref.org/works?query.bibliographic=IHEval+Evaluating+Language+Models+on+Following+the+Instruction+Hierarchy&rows=3","https://arxiv.org/abs/2502.08745"
"zverev2025asidearchitectural","arxiv","2503.10566","ASIDE: Architectural Separation of Instructions and Data in Language Models","2025","ICLR 2026 (arXiv 2503.10566, v1 13 Mar 2025, v4 9 Feb 2026)","C6-hierarchy","optional","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2503.10566 (curl, 2026-09-03); v4 revised 9 Feb 2026; comments: ICLR 2026 paper","https://arxiv.org/abs/2503.10566"
"zverev2025separate","arxiv","2403.06833","Can LLMs Separate Instructions From Data? And What Do We Even Mean By That?","2025","ICLR 2025","C6-hierarchy","must","2026-09-03T07:17:20Z","https://export.arxiv.org/api/query?id_list=2403.06833","https://arxiv.org/abs/2403.06833"
"lee2024promptinfection","arxiv","2410.07283","Prompt Infection: LLM-to-LLM Prompt Injection within Multi-Agent Systems","2024","arXiv preprint; Crossref lists a published version in Lecture Notes in Computer Science, Computer Security. ESORICS 2025 International Workshops (issued 2026, authors Lee, Donghyun; Tiwari, Mo; Miranda, Brando)","C6-hierarchy","must","2026-09-03T22:41:11Z","arXiv abs page (v1, 9 Oct 2024); Crossref query.bibliographic hit for the LNCS chapter","https://arxiv.org/abs/2410.07283"
"qin2024sysbench","arxiv","2408.10943","SysBench: Can Large Language Models Follow System Messages?","2024","arXiv preprint arXiv:2408.10943","C6-hierarchy","should","2026-09-03T06:47:39Z","https://oaipmh.arxiv.org/oai?verb=GetRecord&identifier=oai:arXiv.org:2408.10943&metadataPrefix=arXiv","https://arxiv.org/abs/2408.10943"
"greshake2023injection","arxiv","2302.12173","Not what you've signed up for: Compromising Real-World LLM-Integrated Applications with Indirect Prompt Injection","2023","Proceedings of the 16th ACM Workshop on Artificial Intelligence and Security (AISec 2023)","C6-hierarchy","must","2026-09-03T07:17:20Z","https://export.arxiv.org/api/query?id_list=2302.12173","https://arxiv.org/abs/2302.12173"
"zhou2023ifeval","arxiv","2311.07911","Instruction-Following Evaluation for Large Language Models","2023","arXiv preprint arXiv:2311.07911","C6-hierarchy","must","2026-09-03T06:47:39Z","https://export.arxiv.org/api/query?id_list=2311.07911","https://arxiv.org/abs/2311.07911"
"perez2022ignore","arxiv","2211.09527","Ignore Previous Prompt: Attack Techniques For Language Models","2022","ML Safety Workshop, NeurIPS 2022","C6-hierarchy","should","2026-09-03T07:17:20Z","https://export.arxiv.org/api/query?id_list=2211.09527","https://arxiv.org/abs/2211.09527"
"wallace2024hierarchy","arxiv","2404.13208","The Instruction Hierarchy: Training LLMs to Prioritize Privileged Instructions","2024","arXiv preprint arXiv:2404.13208","C6-hierarchy,C11-labs-us","must","2026-09-03T06:47:39Z","https://export.arxiv.org/api/query?id_list=2404.13208","https://arxiv.org/abs/2404.13208"
"chen2026collapse","arxiv","2604.18005","Diversity Collapse in Multi-Agent LLM Systems: Structural Coupling and Collective Failure in Open-Ended Idea Generation","2026","arXiv preprint","C7-diversity","must","2026-09-03T06:42:02Z","https://export.arxiv.org/api/query?id_list=2604.18005","https://arxiv.org/abs/2604.18005"
"han2026topology","arxiv","2601.05606","Conformity Dynamics in LLM Multi-Agent Systems: The Roles of Topology and Self-Social Weighting","2026","arXiv preprint (marked 'Under Review')","C7-diversity","should","2026-09-03T06:59:32Z","https://export.arxiv.org/api/query?id_list=2601.05606","https://arxiv.org/abs/2601.05606"
"hao2026flips","arxiv","2606.00820","Not All Flips Are Conformity: Decomposing Stance Convergence in Multi-Agent LLM Debate","2026","arXiv preprint","C7-diversity","optional","2026-09-03T06:59:32Z","https://export.arxiv.org/api/query?id_list=2606.00820","https://arxiv.org/abs/2606.00820"
"li2026collective","arxiv","2505.11556","Systematic Failures in Collective Reasoning under Distributed Information in Multi-Agent LLMs","2026","ICML 2026 (per arXiv comment 'Accepted to ICML 2026'); arXiv 2505.11556","C7-diversity","should","2026-09-03T06:59:32Z","https://export.arxiv.org/api/query?id_list=2505.11556","https://arxiv.org/abs/2505.11556"
"muto2026groupthink","doi","10.21203/rs.3.rs-10172697/v1","Algorithmic Groupthink: Causal Analysis and Mitigation of Semantic Convergence in Multi-agent LLM Systems","2026","Research Square preprint (posted-content, 30 June 2026)","C7-diversity","must","2026-09-03T06:42:02Z","https://api.crossref.org/works/10.21203/rs.3.rs-10172697/v1","https://doi.org/10.21203/rs.3.rs-10172697/v1"
"yang2026scaling","arxiv","2602.03794","Understanding Agent Scaling in LLM-Based Multi-Agent Systems via Diversity","2026","arXiv preprint","C7-diversity","should","2026-09-03T06:59:32Z","https://export.arxiv.org/api/query?id_list=2602.03794","https://arxiv.org/abs/2602.03794"
"cho2025herd","arxiv","2505.21588","Herd Behavior: Investigating Peer Influence in LLM-based Multi-Agent Systems","2025","arXiv preprint","C7-diversity","must","2026-09-03T06:42:02Z","https://export.arxiv.org/api/query?id_list=2505.21588","https://arxiv.org/abs/2505.21588"
"zhu2025conformity","arxiv","2410.12428","Conformity in Large Language Models","2025","ACL 2025 Main (per arXiv comment); arXiv 2410.12428","C7-diversity","should","2026-09-03T06:59:32Z","https://export.arxiv.org/api/query?id_list=2410.12428","https://arxiv.org/abs/2410.12428"
"friedman2023vendi","arxiv","2210.02410","The Vendi Score: A Diversity Evaluation Metric for Machine Learning","2023","Transactions on Machine Learning Research (TMLR), 2023","C7-diversity","must","2026-09-03T06:42:02Z","https://export.arxiv.org/api/query?id_list=2210.02410","https://arxiv.org/abs/2210.02410"
"bikhchandani1992cascades","doi","10.1086/261849","A Theory of Fads, Fashion, Custom, and Cultural Change as Informational Cascades","1992","Journal of Political Economy, vol. 100, pp. 992-1026","C7-diversity","should","2026-09-03T06:42:02Z","https://api.crossref.org/works/10.1086/261849","https://doi.org/10.1086/261849"
"janis1972groupthink","url","https://openlibrary.org/works/OL1282016W","Victims of Groupthink","1972","Book, Boston: Houghton Mifflin (publisher not returned by the OpenLibrary search API; from the standard bibliographic record)","C7-diversity","should","2026-09-03T06:42:02Z","https://openlibrary.org/search.json?title=Victims+of+Groupthink&author=Janis&limit=3","https://openlibrary.org/works/OL1282016W"
"rauba2026principalagent","arxiv","2601.23211","Multi-Agent Systems Should be Treated as Principal-Agent Problems","2026","arXiv preprint arXiv:2601.23211","C8-principal-agent","must","2026-09-03T06:48:06Z","https://export.arxiv.org/api/query?id_list=2601.23211","https://arxiv.org/abs/2601.23211"
"sreenivas2026contracting","arxiv","2608.18232","Contracting for LLM Delegation: Moral Hazard in Technology and Effort Choice","2026","arXiv preprint arXiv:2608.18232","C8-principal-agent","optional","2026-09-03T06:49:23Z","https://export.arxiv.org/api/query?id_list=2602.11865,2608.18232,2606.15563,2605.10481,2603.18043,2602.17753,2401.13138,2501.10114,2501.09674,2506.04018,2504.21848,2606.03518,2512.00742,2605.05440&max_results=30","https://arxiv.org/abs/2608.18232"
"tomasev2026delegation","arxiv","2602.11865","Intelligent AI Delegation","2026","arXiv preprint arXiv:2602.11865","C8-principal-agent","should","2026-09-03T06:49:23Z","https://export.arxiv.org/api/query?id_list=2602.11865,2608.18232,2606.15563,2605.10481,2603.18043,2602.17753,2401.13138,2501.10114,2501.09674,2506.04018,2504.21848,2606.03518,2512.00742,2605.05440&max_results=30","https://arxiv.org/abs/2602.11865"
"gabison2025liability","doi","10.18653/v1/2025.realm-1.9","Inherent and emergent liability issues in LLM-based agentic systems: a principal-agent perspective","2025","Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025)","C8-principal-agent","should","2026-09-03T06:48:06Z","https://api.crossref.org/works/10.18653/v1/2025.realm-1.9","https://doi.org/10.18653/v1/2025.realm-1.9"
"kasirzadeh2025characterizing","arxiv","2504.21848","Characterizing AI Agents for Alignment and Governance","2025","arXiv preprint arXiv:2504.21848","C8-principal-agent","should","2026-09-03T06:49:23Z","https://export.arxiv.org/api/query?id_list=2602.11865,2608.18232,2606.15563,2605.10481,2603.18043,2602.17753,2401.13138,2501.10114,2501.09674,2506.04018,2504.21848,2606.03518,2512.00742,2605.05440&max_results=30","https://arxiv.org/abs/2504.21848"
"kolt2025governing","arxiv","2501.07913","Governing AI Agents","2025","arXiv preprint arXiv:2501.07913","C8-principal-agent","should","2026-09-03T06:48:06Z","https://export.arxiv.org/api/query?id_list=2501.07913","https://arxiv.org/abs/2501.07913"
"rezazadeh2025collaborative","arxiv","2505.18279","Collaborative Memory: Multi-User Memory Sharing in LLM Agents with Dynamic Access Control","2025","arXiv preprint arXiv:2505.18279","C8-principal-agent","optional","2026-09-03T06:48:06Z","https://export.arxiv.org/api/query?id_list=2505.18279","https://arxiv.org/abs/2505.18279"
"south2025authenticated","arxiv","2501.09674","Authenticated Delegation and Authorized AI Agents","2025","arXiv preprint arXiv:2501.09674","C8-principal-agent","optional","2026-09-03T06:49:23Z","https://export.arxiv.org/api/query?id_list=2602.11865,2608.18232,2606.15563,2605.10481,2603.18043,2602.17753,2401.13138,2501.10114,2501.09674,2506.04018,2504.21848,2606.03518,2512.00742,2605.05440&max_results=30","https://arxiv.org/abs/2501.09674"
"chan2024visibility","doi","10.1145/3630106.3658948","Visibility into AI Agents","2024","The 2024 ACM Conference on Fairness, Accountability, and Transparency","C8-principal-agent","should","2026-09-03T06:48:06Z","https://api.crossref.org/works/10.1145/3630106.3658948","https://doi.org/10.1145/3630106.3658948"
"phelps2023tinmen","arxiv","2307.11137","Of Models and Tin Men: A Behavioural Economics Study of Principal-Agent Problems in AI Alignment using Large-Language Models","2023","arXiv preprint arXiv:2307.11137","C8-principal-agent","should","2026-09-03T06:48:06Z","https://export.arxiv.org/api/query?id_list=2307.11137","https://arxiv.org/abs/2307.11137"
"ao2026reliabilitylimits","arxiv","2603.26993","On the Reliability Limits of LLM-Based Multi-Agent Planning","2026","arXiv preprint (comment: Technical note)","C9-organization-theory","should","2026-09-03T22:41:11Z","arXiv API record (export.arxiv.org, id_list=2603.26993): title matches; published 2026-03-27; comment 'Technical note'; no journal ref or DOI; the candidate's SSRN number was not checked","https://arxiv.org/abs/2603.26993"
"babu2026consilienceconformally","arxiv","2608.20564","Consilience: Conformally Calibrated Communication Control for Hidden-Profile Multi-Agent Reasoning","2026","arXiv preprint (cs.AI); 39 pages, 2 figures, 9 tables","C9-organization-theory","optional","2026-09-03T22:41:11Z","arXiv abs page 2608.20564 (submitted 2026-08-20); title, authors, comment and abstract read","https://arxiv.org/abs/2608.20564"
"bertalani2026ringelmanneffect","arxiv","2606.02646","The Ringelmann Effect in Multi-Agent LLM Systems: A Scaling Law for Effective Team Size","2026","arXiv preprint (physics.soc-ph; cs.AI; cs.MA); arXiv comment: 41 pages, 9 figures, 20 tables","C9-organization-theory","should","2026-09-03T20:21:58Z","arxiv.org/abs/2606.02646 page (export API returned HTTP 429); title, two authors, submitted 31 May 2026, comment, abstract read","https://arxiv.org/abs/2606.02646"
"chen2026bilevelcoordinated","arxiv","2609.02750","Bilevel Coordinated Reflection: A Game-Theoretic Approach to Multi-Agent LLM Systems","2026","arXiv preprint","C9-organization-theory","optional","2026-09-03T20:21:58Z","arXiv abs page (submitted 2 Sep 2026; no comment, no journal_ref)","https://arxiv.org/abs/2609.02750"
"chen2026collabsimcscw","arxiv","2606.06399","CollabSim: A CSCW-Grounded Methodology for Investigating Collaborative Competence of LLM Agents through Controlled Multi-Agent Experiments","2026","arXiv preprint (cs.CL), v2 6 Jun 2026","C9-organization-theory","optional","2026-09-03T19:57:24Z","arXiv API export.arxiv.org id_list=2606.06399 (v2, published 2026-06-04, updated 2026-06-06); no comment or journal_ref","https://arxiv.org/abs/2606.06399"
"chupilkin2026artificialinstitutions","arxiv","2608.04020","Artificial Institutions: How Institutional Design Shapes LLM Simulations","2026","arXiv preprint (comment: 19 pages, 2 figures, 2 tables)","C9-organization-theory","should","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2608.04020 (submitted 24 Jun 2026); export API returned HTTP 429","https://arxiv.org/abs/2608.04020"
"dochkina2026drophierarchy","arxiv","2603.28990","Drop the Hierarchy and Roles: How Self-Organizing LLM Agents Outperform Designed Structures","2026","arXiv preprint (arXiv comment: 6 figures, 9 tables. Submitted to IEEE Access; submitted, not accepted, so cite as arXiv)","C9-organization-theory","should","2026-09-03T20:21:58Z","arxiv.org/abs/2603.28990 page (export API returned HTTP 429); title, sole author, submitted 30 Mar 2026, comment, abstract read","https://arxiv.org/abs/2603.28990"
"farach2026coordinationcompressing","arxiv","2602.16078","AI as Coordination-Compressing Capital: Task Reallocation, Organizational Redesign, and the Regime Fork","2026","arXiv preprint (v3, 23 pages, 5 figures; no venue stated)","C9-organization-theory","should","2026-09-03T20:21:58Z","arXiv API id_list=2602.16078 (v1 2026-02-17, v3 2026-03-06)","https://arxiv.org/abs/2602.16078"
"feng2026newdevelopment","doi","10.1080/09540962.2026.2642814","New development: Principal–agent issues when governments embrace AI agents","2026","Public Money & Management (online first, published 2026-03-30; volume and issue not yet assigned)","C9-organization-theory","optional","2026-09-03T20:21:58Z","Crossref works/10.1080/09540962.2026.2642814 (title, both authors, journal, date). Abstract not retrievable: Taylor & Francis returns 403 to fetches and Crossref carries no abstract; only the opening sentence was visible in a search snippet","https://doi.org/10.1080/09540962.2026.2642814"
"greenblatt2026briefindependent","url","https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/","Brief independent investigation of agents' behavior, reasoning and collaboration in the OpenAI / Hugging Face hacking incident","2026","METR (report; Redwood Research contracting staff)","C9-organization-theory","should","2026-09-03T19:57:24Z","WebFetch of https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/ (title, byline, affiliations and date read from the page)","https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/"
"guo2026embodiedlearn","arxiv","2403.12482","Embodied LLM Agents Learn to Cooperate in Organized Teams","2026","IEEE Transactions on Computational Social Systems, vol. 13, no. 2, pp. 2514-2530","C9-organization-theory","should","2026-09-03T20:21:58Z","arXiv abs page (v1 19 Mar 2024, v2 23 May 2024) plus Crossref DOI 10.1109/tcss.2025.3637527: journal article in IEEE Transactions on Computational Social Systems, issued 2026-04, same nine authors; cite the journal version, arXiv year is 2024","https://arxiv.org/abs/2403.12482"
"haklidir2026consentchain","arxiv","2605.16300","Consent Chain Degradation in Embodied Multi-Agent Systems: Bridging the Gap Between AI Agent Governance and Robot Ethics","2026","Accepted for oral presentation at the 2nd Workshop on Robot Ethics (WoRoBet), ICRA 2026 (arXiv comment)","C9-organization-theory","optional","2026-09-03T22:41:11Z","arxiv.org abs page, retrieved 2026-09-03; title match, submitted 17 Apr 2026, 6 pages","https://arxiv.org/abs/2605.16300"
"initiative2026confuseddeputy","url","https://labs.cloudsecurityalliance.org/research/csa-research-note-ai-agent-confused-deputy-prompt-injection/","Confused Deputy Attacks on Autonomous AI Agents","2026","CSA Lab Space research note, 23 Mar 2026","C9-organization-theory","should","2026-09-03T22:41:11Z","WebFetch of https://labs.cloudsecurityalliance.org/research/csa-research-note-ai-agent-confused-deputy-prompt-injection/ (2026-09-03); byline Cloud Security Alliance AI Safety Initiative, dated March 23, 2026","https://labs.cloudsecurityalliance.org/research/csa-research-note-ai-agent-confused-deputy-prompt-injection/"
"li2026whoseside","arxiv","2606.30383","Whose Side Is Your Agent On? Multi-Party Principal Loyalty in LLM Agents","2026","arXiv preprint (submitted 29 Jun 2026)","C9-organization-theory","should","2026-09-03T22:41:11Z","arXiv abs page for 2606.30383 (title, authors, dateline, abstract); export API returned HTTP 429","https://arxiv.org/abs/2606.30383"
"mieczkowski2026teamsdistributed","arxiv","2603.12229","Language Model Teams as Distributed Systems","2026","arXiv:2603.12229 (no venue stated)","C9-organization-theory","optional","2026-09-03T20:21:58Z","arXiv API export.arxiv.org id_list=2603.12229 (v1, published 2026-03-12)","https://arxiv.org/abs/2603.12229"
"okamoto2026breakrules","arxiv","2608.12323","Why Do AI Agents Break Rules? How Framing, Context, and Social Signals Shape Compliance","2026","Published at 2026 AAAI/ACM Conference on AI, Ethics, and Society and 2026 COLM Workshop on Agent Behavior (per arXiv comment)","C9-organization-theory","should","2026-09-03T19:57:24Z","arXiv API export.arxiv.org/api/query?id_list=2608.12323 (v2 2026-08-20; v1 2026-05-29); comment field states publication venue","https://arxiv.org/abs/2608.12323"
"phuong2026gdmcontrol","url","https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/securing-the-future-of-ai-agents/gdm-ai-control-roadmap.pdf","GDM AI Control Roadmap","2026","Google DeepMind technical report, v0.1, dated 2026-6-22","C9-organization-theory","optional","2026-09-03T20:21:58Z","PDF fetched from the candidate URL and text-extracted with pdftotext; title, author line (Farquhar and Coull marked joint last author), date and v0.1 label read from page 1","https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/securing-the-future-of-ai-agents/gdm-ai-control-roadmap.pdf"
"purcell2026whistleblowerscontain","doi","10.1073/pnas.2536668123","Whistleblowers can contain the unethical externalities of human–AI delegation","2026","Proceedings of the National Academy of Sciences","C9-organization-theory","optional","2026-09-03T22:41:11Z","Crossref works record for 10.1073/pnas.2536668123 (title, authors, PNAS vol. 123, issued 2026-07-16)","https://doi.org/10.1073/pnas.2536668123"
"riedl2026emergentcoordination","arxiv","2510.05174","Emergent Coordination in Multi-Agent Language Models","2026","International Conference on Learning Representations (ICLR 2026)","C9-organization-theory","should","2026-09-03T19:57:24Z","arXiv API export.arxiv.org id_list=2510.05174 (v4, first published 2025-10-05, updated 2026-04-28); journal_ref field reads 'International Conference on Learning Representations (ICLR 2026)'","https://arxiv.org/abs/2510.05174"
"sartori2026specificationgap","arxiv","2603.24284","The Specification Gap: Coordination Failure Under Partial Knowledge in Code Agents","2026","arXiv preprint","C9-organization-theory","should","2026-09-03T20:21:58Z","arXiv API export.arxiv.org id_list=2603.24284 (published 2026-03-25, no comment or journal_ref; the DOI on the record is a ResearchGate DOI, not a venue)","https://arxiv.org/abs/2603.24284"
"seyedin2026politicianliar","arxiv","2608.09574","The Politician, the Liar, and the Obedient Worker: Emerging Behavior of LLM Agents in Hierarchical Games","2026","arXiv preprint (cs.AI)","C9-organization-theory","optional","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2608.09574 (v1 2026-08-10); API returned empty after retries","https://arxiv.org/abs/2608.09574"
"shen2026organizationsmore","arxiv","2604.10290","AI Organizations are More Effective but Less Aligned than Individual Agents","2026","arXiv preprint (submitted 11 Apr 2026; comments state ICLR Workshop Version)","C9-organization-theory","must","2026-09-03T22:41:11Z","arXiv abs page for 2604.10290 (title, authors, dateline, comments, abstract); export API returned HTTP 429","https://arxiv.org/abs/2604.10290"
"tallam2026authorizationpropagation","arxiv","2605.05440","Authorization Propagation in Multi-Agent AI Systems: Identity Governance as Infrastructure","2026","arXiv preprint (cs.AI), submitted 6 May 2026; comments: Security and systems paper, 20 pages","C9-organization-theory","should","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2605.05440 (curl, 2026-09-03)","https://arxiv.org/abs/2605.05440"
"tang2026impacttransparency","doi","10.1007/s10660-026-10166-9","The impact of AI transparency and AI authorization on human performance in AI-to-human delegation","2026","Electronic Commerce Research","C9-organization-theory","should","2026-09-03T22:41:11Z","Crossref API record for DOI 10.1007/s10660-026-10166-9 (title, authors, container-title, published 2026-07-07) plus Springer article page via WebFetch (abstract, publication date 07 July 2026)","https://doi.org/10.1007/s10660-026-10166-9"
"vijayaraghavan2026wantcoherence","arxiv","2601.14351","If You Want Coherence, Orchestrate a Team of Rivals: Multi-Agent Models of Organizational Intelligence","2026","arXiv preprint (15 pages, 6 figures, 7 tables; no venue stated)","C9-organization-theory","optional","2026-09-03T20:21:58Z","arXiv API id_list=2601.14351 (published 2026-01-20)","https://arxiv.org/abs/2601.14351"
"wang2026orgagentorganize","arxiv","2604.01020","OrgAgent: Organize Your Multi-Agent System like a Company","2026","arXiv preprint (cs.MA; cs.AI); no Crossref record","C9-organization-theory","should","2026-09-03T20:21:58Z","arxiv.org/abs/2604.01020 page (export API returned HTTP 429); title, six authors, submitted 1 Apr 2026, abstract read; Crossref bibliographic search returned no matching record","https://arxiv.org/abs/2604.01020"
"westover2026organizationaldesign","doi","10.70175/hclreview.2020.36.2.7","Organizational Design Meets Agentic AI: Why Multi-Agent Systems Need Management Theory","2026","Human Capital Leadership Review, 36(2) (eISSN 2693-9452), published 2026-07-17","C9-organization-theory","optional","2026-09-03T20:21:58Z","Fetched the page via curl: title tag, article:author meta 'Jonathan H. Westover, PhD', article:published_time 2026-07-17, on-page 'Suggested Citation' giving Human Capital Leadership Review 36(2) and the DOI string (printed with a stray space: 'hclreview.2020. 36.2.7')","https://www.innovativehumancapital.com/article/organizational-design-meets-agentic-ai-why-multi-agent-systems-need-management-theory"
"westover2026organizationaltheory","doi","10.70175/hclreview.2020.33.1.7","Organizational Theory as the Missing Foundation for Agentic AI Systems","2026","Human Capital Leadership Review, 33(1) (eISSN 2693-9452), published 2026-04-17","C9-organization-theory","should","2026-09-03T20:21:58Z","Fetched the page via curl: title tag, article:author meta 'Jonathan H. Westover, PhD', article:published_time 2026-04-17, on-page 'Suggested Citation' giving Human Capital Leadership Review 33(1) and the DOI string","https://www.innovativehumancapital.com/article/organizational-theory-as-the-missing-foundation-for-agentic-ai-systems"
"x2026safetyinstitutional","arxiv","2608.09828","Multi-Agent AI Safety as an Institutional Design Problem","2026","arXiv preprint (cs.LG, cs.AI, cs.MA); comment: 17 pages, 5 figures, code in the public POLIS repository","C9-organization-theory","should","2026-09-03T22:41:11Z","arXiv API export.arxiv.org, id_list=2608.09828 (v1 2026-08-10)","https://arxiv.org/abs/2608.09828"
